year,team,team_code,shirt_number,player,position,position_group,rating,is_legend
1994,Colombia,col,7,Julio Salinas,Left winger,Attack,77,false
1994,Colombia,col,11,Luis Fernando Valencia,Left winger,Attack,76,false
1994,Colombia,col,8,Anthony De Ávila,Right winger,Attack,75,false
1994,Colombia,col,16,Gilberto Martins,Right winger,Attack,74,false
1994,Colombia,col,21,Jaime Moreno,Left winger,Attack,72,false
1994,Nigeria,nga,1,Rufai,Goalkeeper,Goalkeepers,79,false
1994,Nigeria,nga,16,Agu,Goalkeeper,Goalkeepers,68,false
1994,Nigeria,nga,22,Agbonavbare,Goalkeeper,Goalkeepers,66,false
1994,Nigeria,nga,4,Keshi,Centre-back,Defence,78,false
1994,Nigeria,nga,2,Eguavoen,Right-back,Defence,76,false
1994,Nigeria,nga,5,Okechukwu,Centre-back,Defence,76,false
1994,Nigeria,nga,3,Iroha,Left-back,Defence,75,false
1994,Nigeria,nga,6,Nwanu,Centre-back,Defence,72,false
1994,Nigeria,nga,20,Okafor,Centre-back,Defence,72,false
1994,Nigeria,nga,19,Emenalo,Left-back,Defence,71,false
1994,Nigeria,nga,10,Okocha,Right midfielder,Midfield,85,true
1994,Nigeria,nga,15,Oliseh,Right midfielder,Midfield,77,false
1994,Nigeria,nga,8,Oliha,Right midfielder,Midfield,74,false
1994,Nigeria,nga,21,Adepoju,Defensive midfielder,Midfield,74,false
1994,Nigeria,nga,12,Siasia,Attacking midfielder,Midfield,73,false
1994,Nigeria,nga,13,Ezeugo,Defensive midfielder,Midfield,71,false
1994,Nigeria,nga,7,Finidi,Right winger,Attack,83,false
1994,Nigeria,nga,9,Yekini,Centre-forward,Attack,83,false
1994,Nigeria,nga,11,Amunike,Left winger,Attack,82,false
1994,Nigeria,nga,14,Amokachi,Centre-forward,Attack,82,false
1994,Nigeria,nga,17,Ikpeba,Centre-forward,Attack,78,false
1994,Nigeria,nga,18,Ekoku,Centre-forward,Attack,75,false
1994,United States,usa,1,Meola,Goalkeeper,Goalkeepers,78,false
1994,United States,usa,18,Friedel,Goalkeeper,Goalkeepers,74,false
1994,United States,usa,12,Sommer,Goalkeeper,Goalkeepers,68,false
1994,United States,usa,17,Balboa,Centre-back,Defence,79,false
1994,United States,usa,22,Lalas,Centre-back,Defence,78,false
1994,United States,usa,20,Caligiuri,Left-back,Defence,73,false
1994,United States,usa,21,Clavijo,Right-back,Defence,70,false
1994,United States,usa,3,Burns,Right-back,Defence,67,false
1994,United States,usa,4,Kooiman,Centre-back,Defence,67,false
1994,United States,usa,2,Lapper,Centre-back,Defence,66,false
1994,United States,usa,9,Ramos,Attacking midfielder,Midfield,80,false
1994,United States,usa,6,Harkes,Defensive midfielder,Midfield,79,false
1994,United States,usa,5,Dooley,Defensive midfielder,Midfield,78,false
1994,United States,usa,19,Reyna,Defensive midfielder,Midfield,76,false
1994,United States,usa,7,Pérez,Midfielder,Midfield,74,false
1994,United States,usa,16,Sorber,Defensive midfielder,Midfield,70,false
1994,United States,usa,11,Wynalda,Centre-forward,Attack,80,false
1994,United States,usa,8,Stewart,Right winger,Attack,77,false
1994,United States,usa,10,Wegerle,Centre-forward,Attack,75,false
1994,United States,usa,13,Jones,Right winger,Attack,75,false
1994,United States,usa,15,Moore,Centre-forward,Attack,72,false
1994,United States,usa,14,Klopas,Centre-forward,Attack,68,false
1998,France,fra,16,Barthez,Goalkeeper,Goalkeepers,88,false
1998,France,fra,1,Lama,Goalkeeper,Goalkeepers,78,false
1998,France,fra,22,Charbonnier,Goalkeeper,Goalkeepers,70,false
1998,France,fra,8,Desailly,Centre-back,Defence,88,true
1998,France,fra,15,Thuram,Right-back,Defence,88,false
1998,France,fra,3,Lizarazu,Left-back,Defence,87,false
1998,France,fra,5,Blanc,Centre-back,Defence,86,false
1998,France,fra,18,Leboeuf,Centre-back,Defence,80,false
1998,France,fra,2,Candela,Left-back,Defence,79,false
1998,France,fra,10,Zidane,Midfielder,Midfield,95,true
1998,France,fra,7,Deschamps,Defensive midfielder,Midfield,85,false
1998,France,fra,17,Petit,Defensive midfielder,Midfield,85,false
1998,France,fra,4,Vieira,Defensive midfielder,Midfield,84,false
1998,France,fra,6,Djorkaeff,Attacking midfielder,Midfield,84,false
1998,France,fra,11,Pires,Left midfielder,Midfield,80,false
1998,France,fra,19,Karembeu,Right midfielder,Midfield,79,false
1998,France,fra,14,Boghossian,Defensive midfielder,Midfield,78,false
1998,France,fra,12,Henry,Right winger,Attack,83,true
1998,France,fra,20,Trezeguet,Centre-forward,Attack,80,false
1998,France,fra,21,Dugarry,Centre-forward,Attack,78,false
1998,France,fra,9,Guivarc'h,Centre-forward,Attack,74,false
1998,France,fra,13,Diomède,Left winger,Attack,74,false
1998,Argentina,arg,1,Roa,Goalkeeper,Goalkeepers,82,false
1998,Argentina,arg,12,Burgos,Goalkeeper,Goalkeepers,76,false
1998,Argentina,arg,17,Cavallero,Goalkeeper,Goalkeepers,75,false
1998,Argentina,arg,22,Zanetti,Right-back,Defence,88,true
1998,Argentina,arg,2,Ayala,Centre-back,Defence,86,false
1998,Argentina,arg,3,Chamot,Centre-back,Defence,82,false
1998,Argentina,arg,6,Sensini,Centre-back,Defence,80,false
1998,Argentina,arg,14,Vivas,Right-back,Defence,77,false
1998,Argentina,arg,4,Pineda,Centre-back,Defence,74,false
1998,Argentina,arg,13,Paz,Centre-back,Defence,74,false
1998,Argentina,arg,11,Verón,Midfielder,Midfield,88,true
1998,Argentina,arg,10,Ortega,Attacking midfielder,Midfield,86,false
1998,Argentina,arg,8,Simeone,Defensive midfielder,Midfield,85,false
1998,Argentina,arg,5,Almeyda,Defensive midfielder,Midfield,82,false
1998,Argentina,arg,20,Gallardo,Attacking midfielder,Midfield,80,false
1998,Argentina,arg,15,Astrada,Defensive midfielder,Midfield,76,false
1998,Argentina,arg,9,Batistuta,Centre-forward,Attack,92,true
1998,Argentina,arg,19,Crespo,Centre-forward,Attack,84,false
1998,Argentina,arg,7,C. López,Centre-forward,Attack,83,false
1998,Argentina,arg,18,Balbo,Centre-forward,Attack,79,false
1998,Argentina,arg,21,Delgado,Centre-forward,Attack,76,false
1998,Argentina,arg,16,Berti,Right winger,Attack,75,false
1998,England,eng,1,Seaman,Goalkeeper,Goalkeepers,86,false
1998,England,eng,13,Martyn,Goalkeeper,Goalkeepers,78,false
1998,England,eng,22,Flowers,Goalkeeper,Goalkeepers,74,false
1998,England,eng,5,Adams,Centre-back,Defence,85,false
1998,England,eng,2,Campbell,Centre-back,Defence,83,false
1998,England,eng,12,G. Neville,Right-back,Defence,81,false
1998,England,eng,3,Le Saux,Left-back,Defence,79,false
1998,England,eng,6,Southgate,Centre-back,Defence,79,false
1998,England,eng,18,Keown,Centre-back,Defence,79,false
1998,England,eng,21,R. Ferdinand,Centre-back,Defence,79,false
1998,England,eng,7,Beckham,Defensive midfielder,Midfield,86,true
1998,England,eng,16,Scholes,Midfielder,Midfield,85,false
1998,England,eng,4,Ince,Defensive midfielder,Midfield,83,false
1998,England,eng,15,Merson,Attacking midfielder,Midfield,79,false
1998,England,eng,8,Batty,Defensive midfielder,Midfield,78,false
1998,England,eng,17,R. Lee,Midfielder,Midfield,75,false
1998,England,eng,9,Shearer,Centre-forward,Attack,88,true
1998,England,eng,20,Owen,Centre-forward,Attack,88,true
1998,England,eng,10,Sheringham,Centre-forward,Attack,82,false
1998,England,eng,11,McManaman,Left winger,Attack,80,false
1998,England,eng,14,Anderton,Right winger,Attack,80,false
1998,England,eng,19,L. Ferdinand,Centre-forward,Attack,79,false
1998,Italy,ita,12,Pagliuca,Goalkeeper,Goalkeepers,83,false
1998,Italy,ita,1,Toldo,Goalkeeper,Goalkeepers,82,false
1998,Italy,ita,22,Buffon,Goalkeeper,Goalkeepers,80,false
1998,Italy,ita,3,Maldini,Left-back,Defence,95,true
1998,Italy,ita,6,Nesta,Centre-back,Defence,83,false
1998,Italy,ita,4,Cannavaro,Centre-back,Defence,82,false
1998,Italy,ita,5,Costacurta,Centre-back,Defence,82,false
1998,Italy,ita,2,Bergomi,Centre-back,Defence,80,false
1998,Italy,ita,8,Torricelli,Right-back,Defence,76,false
1998,Italy,ita,7,Pessotto,Right-back,Defence,74,false
1998,Italy,ita,9,Albertini,Midfielder,Midfield,82,false
1998,Italy,ita,11,D. Baggio,Defensive midfielder,Midfield,79,false
1998,Italy,ita,15,Di Livio,Right midfielder,Midfield,79,false
1998,Italy,ita,16,Di Matteo,Defensive midfielder,Midfield,79,false
1998,Italy,ita,14,Di Biagio,Defensive midfielder,Midfield,78,false
1998,Italy,ita,13,Cois,Midfielder,Midfield,68,false
1998,Italy,ita,10,Del Piero,Centre-forward,Attack,89,true
1998,Italy,ita,18,R. Baggio,Centre-forward,Attack,88,true
1998,Italy,ita,21,Vieri,Centre-forward,Attack,85,false
1998,Italy,ita,19,Inzaghi,Centre-forward,Attack,84,false
1998,Italy,ita,20,Chiesa,Right winger,Attack,80,false
1998,Italy,ita,17,Moriero,Right winger,Attack,73,false
1998,Netherlands,ned,1,Van der Sar,Goalkeeper,Goalkeepers,86,false
1998,Netherlands,ned,18,De Goey,Goalkeeper,Goalkeepers,76,false
1998,Netherlands,ned,22,Hesp,Goalkeeper,Goalkeepers,70,false
1998,Netherlands,ned,3,Stam,Centre-back,Defence,89,true
1998,Netherlands,ned,4,F. De Boer,Centre-back,Defence,86,false
1998,Netherlands,ned,2,Reiziger,Right-back,Defence,82,false
1998,Netherlands,ned,5,Numan,Left-back,Defence,81,false
1998,Netherlands,ned,19,Van Bronckhorst,Left-back,Defence,79,false
1998,Netherlands,ned,13,Ooijer,Centre-back,Defence,74,false
1998,Netherlands,ned,15,Bogarde,Centre-back,Defence,73,false
1998,Netherlands,ned,16,Davids,Defensive midfielder,Midfield,86,false
1998,Netherlands,ned,10,Seedorf,Defensive midfielder,Midfield,84,false
1998,Netherlands,ned,11,Cocu,Defensive midfielder,Midfield,83,false
1998,Netherlands,ned,7,R. De Boer,Attacking midfielder,Midfield,82,false
1998,Netherlands,ned,6,Jonk,Defensive midfielder,Midfield,80,false
1998,Netherlands,ned,12,Zenden,Left midfielder,Midfield,78,false
1998,Netherlands,ned,20,Winter,Defensive midfielder,Midfield,77,false
1998,Netherlands,ned,8,Bergkamp,Centre-forward,Attack,93,true
1998,Netherlands,ned,9,Kluivert,Centre-forward,Attack,87,false
1998,Netherlands,ned,14,Overmars,Left winger,Attack,87,false
1998,Netherlands,ned,21,Hasselbaink,Centre-forward,Attack,80,false
1998,Netherlands,ned,17,Van Hooijdonk,Centre-forward,Attack,78,false
1998,Brazil,bra,1,Taffarel,Goalkeeper,Goalkeepers,83,false
1998,Brazil,bra,22,Dida,Goalkeeper,Goalkeepers,76,false
1998,Brazil,bra,12,Carlos Germano,Goalkeeper,Goalkeepers,70,false
1998,Brazil,bra,6,Roberto Carlos,Left-back,Defence,89,true
1998,Brazil,bra,2,Cafu,Right-back,Defence,86,true
1998,Brazil,bra,3,Aldair,Centre-back,Defence,84,false
1998,Brazil,bra,4,Júnior Baiano,Centre-back,Defence,77,false
1998,Brazil,bra,15,André Cruz,Centre-back,Defence,73,false
1998,Brazil,bra,13,Zé Carlos,Right-back,Defence,72,false
1998,Brazil,bra,14,Marcelo Gonçalves,Centre-back,Defence,71,false
1998,Brazil,bra,10,Rivaldo,Attacking midfielder,Midfield,90,true
1998,Brazil,bra,8,Dunga,Defensive midfielder,Midfield,85,false
1998,Brazil,bra,18,Leonardo,Left midfielder,Midfield,81,false
1998,Brazil,bra,11,Emerson,Defensive midfielder,Midfield,79,false
1998,Brazil,bra,16,Zé Roberto,Left midfielder,Midfield,79,false
1998,Brazil,bra,5,César Sampaio,Defensive midfielder,Midfield,78,false
1998,Brazil,bra,7,Giovanni,Attacking midfielder,Midfield,76,false
1998,Brazil,bra,17,Doriva,Defensive midfielder,Midfield,70,false
1998,Brazil,bra,9,Ronaldo,Centre-forward,Attack,95,true
1998,Brazil,bra,20,Bebeto,Centre-forward,Attack,80,false
1998,Brazil,bra,21,Edmilton,Centre-forward,Attack,79,false
1998,Brazil,bra,19,Denílson,Left winger,Attack,77,false
1998,Germany,ger,12,Kahn,Goalkeeper,Goalkeepers,87,true
1998,Germany,ger,1,Köpke,Goalkeeper,Goalkeepers,84,false
1998,Germany,ger,22,Lehmann,Goalkeeper,Goalkeepers,78,false
1998,Germany,ger,8,Matthäus,Centre-back,Defence,88,true
1998,Germany,ger,4,Köhler,Centre-back,Defence,82,false
1998,Germany,ger,17,Ziege,Left-back,Defence,82,false
1998,Germany,ger,14,Babbel,Right-back,Defence,81,false
1998,Germany,ger,2,Wörns,Centre-back,Defence,78,false
1998,Germany,ger,5,Helmer,Centre-back,Defence,78,false
1998,Germany,ger,19,Reuter,Right-back,Defence,78,false
1998,Germany,ger,21,Tarnat,Left-back,Defence,76,false
1998,Germany,ger,3,Heinrich,Left-back,Defence,75,false
1998,Germany,ger,7,Möller,Attacking midfielder,Midfield,83,false
1998,Germany,ger,10,Häßler,Right midfielder,Midfield,80,false
1998,Germany,ger,16,Hamann,Left midfielder,Midfield,80,false
1998,Germany,ger,15,Freund,Right midfielder,Midfield,78,false
1998,Germany,ger,6,Thon,Defensive midfielder,Midfield,77,false
1998,Germany,ger,13,Jeremies,Right midfielder,Midfield,77,false
1998,Germany,ger,18,Klinsmann,Centre-forward,Attack,86,true
1998,Germany,ger,20,Bierhoff,Centre-forward,Attack,84,false
1998,Germany,ger,9,Kirsten,Centre-forward,Attack,78,false
1998,Germany,ger,11,Marschall,Centre-forward,Attack,75,false
1998,Yugoslavia,yug,1,Kralj,Goalkeeper,Goalkeepers,78,false
1998,Yugoslavia,yug,12,Leković,Goalkeeper,Goalkeepers,72,false
1998,Yugoslavia,yug,11,Mihajlović,Centre-back,Defence,83,false
1998,Yugoslavia,yug,5,Đukić,Centre-back,Defence,80,false
1998,Yugoslavia,yug,2,Mirković,Right-back,Defence,79,false
1998,Yugoslavia,yug,3,Đorović,Centre-back,Defence,76,false
1998,Yugoslavia,yug,13,Komljenović,Centre-back,Defence,76,false
1998,Yugoslavia,yug,14,Saveljić,Centre-back,Defence,76,false
1998,Yugoslavia,yug,16,Petrović,Right-back,Defence,75,false
1998,Yugoslavia,yug,10,Stojković,Defensive midfielder,Midfield,84,false
1998,Yugoslavia,yug,7,Jugović,Defensive midfielder,Midfield,82,false
1998,Yugoslavia,yug,8,Savićević,Attacking midfielder,Midfield,82,false
1998,Yugoslavia,yug,20,Stanković,Defensive midfielder,Midfield,80,false
1998,Yugoslavia,yug,4,Jokanović,Defensive midfielder,Midfield,79,false
1998,Yugoslavia,yug,6,Brnović,Midfielder,Midfield,76,false
1998,Yugoslavia,yug,18,Govedarica,Left midfielder,Midfield,74,false
1998,Yugoslavia,yug,19,Stević,Defensive midfielder,Midfield,74,false
1998,Yugoslavia,yug,9,Mijatović,Centre-forward,Attack,85,false
1998,Yugoslavia,yug,17,Milošević,Centre-forward,Attack,81,false
1998,Yugoslavia,yug,22,Kovačević,Centre-forward,Attack,81,false
1998,Yugoslavia,yug,15,Drulović,Left winger,Attack,78,false
1998,Yugoslavia,yug,21,Ognjenović,Right winger,Attack,76,false
1998,Croatia,cro,1,Ladić,Goalkeeper,Goalkeepers,80,false
1998,Croatia,cro,12,Mrmić,Goalkeeper,Goalkeepers,71,false
1998,Croatia,cro,22,Vasilj,Goalkeeper,Goalkeepers,69,false
1998,Croatia,cro,17,Jarni,Left-back,Defence,83,false
1998,Croatia,cro,4,Štimac,Centre-back,Defence,80,false
1998,Croatia,cro,6,Bilić,Centre-back,Defence,80,false
1998,Croatia,cro,20,Šimić,Right-back,Defence,79,false
1998,Croatia,cro,15,Tudor,Centre-back,Defence,78,false
1998,Croatia,cro,5,Jurić,Centre-back,Defence,74,false
1998,Croatia,cro,18,Mamić,Right-back,Defence,74,false
1998,Croatia,cro,3,Šerić,Left-back,Defence,71,false
1998,Croatia,cro,10,Boban,Defensive midfielder,Midfield,86,true
1998,Croatia,cro,8,Prosinečki,Defensive midfielder,Midfield,85,true
1998,Croatia,cro,7,Asanović,Attacking midfielder,Midfield,83,false
1998,Croatia,cro,13,Stanić,Defensive midfielder,Midfield,80,false
1998,Croatia,cro,14,Soldo,Defensive midfielder,Midfield,79,false
1998,Croatia,cro,11,Marić,Attacking midfielder,Midfield,74,false
1998,Croatia,cro,21,Jurčić,Defensive midfielder,Midfield,73,false
1998,Croatia,cro,9,Šuker,Centre-forward,Attack,90,true
1998,Croatia,cro,19,Vlaović,Centre-forward,Attack,79,false
1998,Croatia,cro,16,Kozniku,Left winger,Attack,72,false
1998,Croatia,cro,2,Krpan,Centre-forward,Attack,70,false
1998,Nigeria,nga,1,Rufai,Goalkeeper,Goalkeepers,82,false
1998,Nigeria,nga,12,W. Okpara,Goalkeeper,Goalkeepers,70,false
1998,Nigeria,nga,22,Baruwa,Goalkeeper,Goalkeepers,68,false
1998,Nigeria,nga,6,West,Centre-back,Defence,84,false
1998,Nigeria,nga,3,Babayaro,Left-back,Defence,80,false
1998,Nigeria,nga,5,Okechukwu,Centre-back,Defence,78,false
1998,Nigeria,nga,17,Eguavoen,Right-back,Defence,74,false
1998,Nigeria,nga,2,Oparaku,Right-back,Defence,73,false
1998,Nigeria,nga,16,Okafor,Centre-back,Defence,72,false
1998,Nigeria,nga,19,Iroha,Left-back,Defence,72,false
1998,Nigeria,nga,21,G. Okpara,Centre-back,Defence,71,false
1998,Nigeria,nga,10,Okocha,Attacking midfielder,Midfield,89,true
1998,Nigeria,nga,15,Oliseh,Defensive midfielder,Midfield,81,false
1998,Nigeria,nga,11,Lawal,Defensive midfielder,Midfield,79,false
1998,Nigeria,nga,18,Oruma,Attacking midfielder,Midfield,77,false
1998,Nigeria,nga,8,Adepoju,Defensive midfielder,Midfield,76,false
1998,Nigeria,nga,4,Kanu,Centre-forward,Attack,88,true
1998,Nigeria,nga,7,Finidi,Right winger,Attack,85,false
1998,Nigeria,nga,14,Amokachi,Centre-forward,Attack,82,false
1998,Nigeria,nga,20,Ikpeba,Centre-forward,Attack,81,false
1998,Nigeria,nga,13,Babangida,Left winger,Attack,80,false
1998,Nigeria,nga,9,Yekini,Centre-forward,Attack,79,false
1998,Denmark,den,1,P. Schmeichel,Goalkeeper,Goalkeepers,88,true
1998,Denmark,den,16,Lehmann,Goalkeeper,Goalkeepers,72,false
1998,Denmark,den,21,Holmqvist,Goalkeeper,Goalkeepers,70,false
1998,Denmark,den,2,S. Lerby,Right-back,Defence,78,false
1998,Denmark,den,5,H. Andersen,Centre-back,Defence,78,false
1998,Denmark,den,4,S. Andersen,Centre-back,Defence,76,false
1998,Denmark,den,3,Høgh,Right-back,Defence,75,false
1998,Denmark,den,6,R. Poulsen,Left-back,Defence,74,false
1998,Denmark,den,13,S. Thomsen,Centre-back,Defence,73,false
1998,Denmark,den,19,Bosnich,Centre-back,Defence,70,false
1998,Denmark,den,8,M. Laudrup,Attacking midfielder,Midfield,92,true
1998,Denmark,den,7,B. Laudrup,Left midfielder,Midfield,88,true
1998,Denmark,den,10,Le Fèvre,Defensive midfielder,Midfield,76,false
1998,Denmark,den,12,A. Simonsen,Right midfielder,Midfield,75,false
1998,Denmark,den,15,Hansen,Defensive midfielder,Midfield,74,false
1998,Denmark,den,18,J. Hansen,Defensive midfielder,Midfield,72,false
1998,Denmark,den,11,E. Sand,Left winger,Attack,80,false
1998,Denmark,den,9,Hasselbaink,Centre-forward,Attack,79,false
1998,Denmark,den,17,Nevland,Left winger,Attack,77,false
1998,Denmark,den,14,Povlsen,Left winger,Attack,76,false
1998,Denmark,den,20,Tykjaer,Left winger,Attack,74,false
1998,Denmark,den,22,Bisgaard,Centre-forward,Attack,73,false
1998,Chile,chi,1,Tapia,Goalkeeper,Goalkeepers,77,false
1998,Chile,chi,12,M. Ramírez,Goalkeeper,Goalkeepers,73,false
1998,Chile,chi,22,Tejas,Goalkeeper,Goalkeepers,72,false
1998,Chile,chi,5,Margas,Centre-back,Defence,80,false
1998,Chile,chi,6,Reyes,Centre-back,Defence,77,false
1998,Chile,chi,2,Castañeda,Right-back,Defence,76,false
1998,Chile,chi,3,Fuentes,Centre-back,Defence,75,false
1998,Chile,chi,4,Rojas,Centre-back,Defence,75,false
1998,Chile,chi,10,Sierra,Attacking midfielder,Midfield,82,false
1998,Chile,chi,8,Acuña,Defensive midfielder,Midfield,80,false
1998,Chile,chi,20,Estay,Attacking midfielder,Midfield,78,false
1998,Chile,chi,17,Vega,Midfielder,Midfield,76,false
1998,Chile,chi,7,Parraguez,Defensive midfielder,Midfield,75,false
1998,Chile,chi,14,Mi. Ramírez,Defensive midfielder,Midfield,75,false
1998,Chile,chi,18,Musrri,Defensive midfielder,Midfield,75,false
1998,Chile,chi,15,Villarroel,Defensive midfielder,Midfield,74,false
1998,Chile,chi,16,Aros,Left midfielder,Midfield,74,false
1998,Chile,chi,19,Cornejo,Midfielder,Midfield,74,false
1998,Chile,chi,11,Salas,Centre-forward,Attack,86,true
1998,Chile,chi,9,Zamorano,Centre-forward,Attack,85,true
1998,Chile,chi,13,Neira,Centre-forward,Attack,73,false
1998,Chile,chi,21,Barrera,Centre-forward,Attack,73,false
1998,Colombia,col,1,Ó. Córdoba,Goalkeeper,Goalkeepers,82,false
1998,Colombia,col,22,Mondragón,Goalkeeper,Goalkeepers,78,false
1998,Colombia,col,12,Calero,Goalkeeper,Goalkeepers,73,false
1998,Colombia,col,5,Bermúdez,Centre-back,Defence,80,false
1998,Colombia,col,2,I. Córdoba,Centre-back,Defence,79,false
1998,Colombia,col,4,Santa,Centre-back,Defence,75,false
1998,Colombia,col,8,H. Lozano,Right-back,Defence,75,false
1998,Colombia,col,13,Cabrera,Left-back,Defence,75,false
1998,Colombia,col,16,Moreno,Right-back,Defence,72,false
1998,Colombia,col,3,Palacios,Left-back,Defence,67,false
1998,Colombia,col,10,Valderrama,Midfielder,Midfield,84,true
1998,Colombia,col,19,Rincón,Defensive midfielder,Midfield,83,false
1998,Colombia,col,6,Serna,Defensive midfielder,Midfield,77,false
1998,Colombia,col,18,Pérez,Defensive midfielder,Midfield,73,false
1998,Colombia,col,17,A. Estrada,Attacking midfielder,Midfield,70,false
1998,Colombia,col,14,Bolaño,Midfielder,Midfield,68,false
1998,Colombia,col,11,Asprilla,Centre-forward,Attack,86,true
1998,Colombia,col,15,Aristizábal,Centre-forward,Attack,79,false
1998,Colombia,col,9,A. Valencia,Centre-forward,Attack,78,false
1998,Colombia,col,7,De Ávila,Centre-forward,Attack,76,false
1998,Colombia,col,20,Ricard,Centre-forward,Attack,75,false
1998,Colombia,col,21,L. Preciado,Left winger,Attack,70,false
1998,Paraguay,par,1,Chilavert,Goalkeeper,Goalkeepers,89,true
1998,Paraguay,par,12,Aceval,Goalkeeper,Goalkeepers,67,false
1998,Paraguay,par,22,Ruiz Díaz,Goalkeeper,Goalkeepers,67,false
