year;team;name;position;rating;rating_ext;diff;is_collectible;is_legend
2022;FRA;Hugo Lloris;GK;87;84;-3;false;false
2022;FRA;Aurélien Tchouaméni;DM;87;84;-3;false;false
2018;BEL;Jan Vertonghen;CB;86;83;-3;false;false
2014;ARG;Ezequiel Garay;CB;85;82;-3;false;false
2014;ARG;Pablo Zabaleta;RB;85;82;-3;false;false
2022;FRA;Jules Koundé;RB;85;82;-3;false;false
2006;BRA;Emerson;DM;84;81;-3;false;false
2006;ENG;Joe Cole;LW;84;81;-3;false;false
2018;BRA;Douglas Costa;LW;84;81;-3;false;false
2022;ARG;Nicolás Otamendi;CB;84;81;-3;false;false
2022;BRA;Lucas Paquetá;CM;84;81;-3;false;false
2022;FRA;Eduardo Camavinga;CM;84;81;-3;false;false
2006;ENG;Owen Hargreaves;DM;83;80;-3;false;false
2006;NED;Rafael van der Vaart;AM;83;80;-3;false;false
2010;ESP;Pepe Reina;GK;83;80;-3;false;false
2010;NED;John Heitinga;CB;83;80;-3;false;false
2018;BRA;Fernandinho;DM;83;80;-3;false;false
2018;ENG;Dele Alli;AM;83;80;-3;false;false
2018;ESP;Saúl Ñíguez;CM;83;80;-3;false;false
2022;BRA;Danilo;RB;83;80;-3;false;false
2022;POR;Pepe;CB;83;80;-3;false;false
2022;POR;Raphaël Guerreiro;LB;83;80;-3;false;false
2022;POR;Nuno Mendes;LB;83;80;-3;false;false
2006;AUS;Lucas Neill;RB;82;79;-3;false;false
2018;FRA;Ousmane Dembélé;RW;82;79;-3;false;false
2022;ARG;Leandro Paredes;DM;82;79;-3;false;false
2022;BRA;Gabriel Martinelli;LW;82;79;-3;false;false
2006;AUS;Brett Emerton;RM;81;78;-3;false;false
2006;ENG;Michael Carrick;DM;81;78;-3;false;false
2010;NED;Joris Mathijsen;CB;81;78;-3;false;false
2014;ARG;Marcos Rojo;LB;81;78;-3;false;false
2014;ARG;Fernando Gago;DM;81;78;-3;false;false
2018;ENG;Jordan Pickford;GK;81;78;-3;false;false
2022;ARG;Nahuel Molina;RB;81;78;-3;false;false
2022;BRA;Alex Sandro;LB;81;78;-3;false;false
2022;BRA;Antony;RW;81;78;-3;false;false
2002;SEN;Papa Bouba Diop;CM;80;77;-3;false;false
2010;JPN;Yasuhito Endō;CM;80;77;-3;false;false
2014;ARG;Rodrigo Palacio;ST;80;77;-3;false;false
2022;ARG;Juan Foyth;RB;80;77;-3;false;false
2022;ARG;Guido Rodríguez;DM;80;77;-3;false;false
1994;COL;Andrés Escobar;CB;79;76;-3;false;false
2002;BRA;Juliano Belletti;RB;79;76;-3;false;false
2006;ENG;Wayne Bridge;LB;79;76;-3;false;false
2006;ITA;Vincenzo Iaquinta;ST;79;76;-3;false;false
2010;ESP;Raúl Albiol;CB;79;76;-3;false;false
2010;ESP;Álvaro Arbeloa;RB;79;76;-3;false;false
2010;URU;Martín Cáceres;CB;79;76;-3;false;false
2014;ARG;Enzo Pérez;CM;79;76;-3;false;false
2014;BRA;Maicon;RB;79;76;-3;false;false
2018;ENG;Danny Rose;LB;79;76;-3;false;false
2018;ENG;Jamie Vardy;ST;79;76;-3;false;false
2022;ARG;Ángel Correa;RW;79;76;-3;false;false
2022;MAR;Sofiane Boufal;LW;79;76;-3;false;false
2022;POR;André Silva;ST;79;76;-3;false;false
1990;GER;Andreas Köpke;GK;78;75;-3;false;false
1998;DEN;Jes Høgh;CB;78;75;-3;false;false
2002;BRA;Rogério Ceni;GK;78;75;-3;false;false
2002;BRA;Ricardinho;CM;78;75;-3;false;false
2002;ITA;Mark Iuliano;CB;78;75;-3;false;false
2010;JPN;Marcus Tulio Tanaka;CB;78;75;-3;false;false
2010;JPN;Makoto Hasebe;DM;78;75;-3;false;false
2014;BRA;Jefferson;GK;78;75;-3;false;false
2018;BEL;Youri Tielemans;CM;78;75;-3;false;false
2018;POR;Gelson Martins;RW;78;75;-3;false;false
2022;ARG;Germán Pezzella;CB;78;75;-3;false;false
2022;BRA;Alex Telles;LB;78;75;-3;false;false
2022;POR;Otávio;RM;78;75;-3;false;false
2002;ESP;Javier de Pedro;LM;77;74;-3;false;false
2002;GER;Hans-Jörg Butt;GK;77;74;-3;false;false
2002;ITA;Marco Delvecchio;ST;77;74;-3;false;false
2006;AUS;Scott Chipperfield;LB;77;74;-3;false;false
2006;AUS;John Aloisi;ST;77;74;-3;false;false
2006;ITA;Massimo Oddo;RB;77;74;-3;false;false
2010;PAR;Enrique Vera;CM;77;74;-3;false;false
2018;ENG;Gary Cahill;CB;77;74;-3;false;false
2018;ENG;Ashley Young;LB;77;74;-3;false;false
2022;BRA;Éverton Ribeiro;AM;77;74;-3;false;false
1994;ARG;Fernando Cáceres;CB;76;73;-3;false;false
1994;ITA;Antonio Benarrivo;LB;76;73;-3;false;false
1994;ITA;Roberto Mussi;RB;76;73;-3;false;false
2002;GER;Lars Ricken;AM;76;73;-3;false;false
2006;AUS;Josip Skoko;CM;76;73;-3;false;false
2010;CIV;Bakari Koné;ST;76;73;-3;false;false
2014;ARG;José María Basanta;LB;76;73;-3;false;false
2018;POR;Adrien Silva;CM;76;73;-3;false;false
2006;AUS;Željko Kalac;GK;75;72;-3;false;false
2006;AUS;Mile Sterjovski;RM;75;72;-3;false;false
2018;ENG;Ruben Loftus-Cheek;CM;75;72;-3;false;false
2018;ENG;Danny Welbeck;ST;75;72;-3;false;false
2018;POR;Manuel Fernandes;CM;75;72;-3;false;false
1994;BUL;Nikolay Iliev;CB;74;71;-3;false;false
2002;JPN;Tomokazu Myojin;RM;74;71;-3;false;false
2018;BEL;Leander Dendoncker;DM;74;71;-3;false;false
2018;POR;Mário Rui;LB;74;71;-3;false;false
2006;AUS;Michael Beauchamp;CB;71;68;-3;false;false
2022;JPN;Shūto Machino;ST;71;68;-3;false;false
2006;AUS;Mark Milligan;RB;70;67;-3;false;false
2022;BRA;Vinícius Júnior;LW;90;86;-4;true;false
2018;ESP;David de Gea;GK;89;85;-4;false;false
2022;POR;Bruno Fernandes;AM;89;85;-4;false;false
2022;ARG;Lautaro Martínez;ST;86;82;-4;false;false
2022;POR;Rafael Leão;LW;86;82;-4;false;false
2022;BRA;Fabinho;DM;85;81;-4;false;false
2022;BRA;Bruno Guimarães;CM;85;81;-4;false;false
2022;BRA;Gabriel Jesus;ST;85;81;-4;false;false
2022;FRA;Kingsley Coman;RW;85;81;-4;false;false
2018;BRA;Willian;RW;84;80;-4;false;false
2022;ARG;Lisandro Martínez;CB;84;80;-4;false;false
2022;BRA;Rodrygo;RW;84;80;-4;false;false
2022;FRA;Lucas Hernández;LB;84;80;-4;false;false
2022;ARG;Paulo Dybala;AM;83;79;-4;false;false
2022;POR;João Palhinha;DM;83;79;-4;false;false
2014;ARG;Martín Demichelis;CB;82;78;-4;false;false
2014;BRA;Ramires;CM;82;78;-4;false;false
2018;BEL;Mousa Dembélé;DM;82;78;-4;false;false
2002;BRA;Juninho;AM;80;76;-4;false;false
2002;GER;Oliver Bierhoff;ST;80;76;-4;false;false
2006;AUS;Vince Grella;DM;80;76;-4;false;false
2014;ARG;Federico Fernández;CB;80;76;-4;false;false
2018;POR;Gonçalo Guedes;LW;80;76;-4;false;false
2022;ARG;Papu Gómez;AM;80;76;-4;false;false
2022;POR;Matheus Nunes;CM;80;76;-4;false;false
2010;PAR;Antolín Alcaraz;CB;79;75;-4;false;false
2014;ARG;Maxi Rodríguez;RM;79;75;-4;false;false
2018;ENG;Jesse Lingard;AM;79;75;-4;false;false
1994;ITA;Luca Marchegiani;GK;78;74;-4;false;false
2002;BRA;Vampeta;DM;78;74;-4;false;false
2002;GER;Carsten Jancker;ST;78;74;-4;false;false
2002;ITA;Cristiano Doni;AM;78;74;-4;false;false
2006;POR;Nuno Valente;LB;78;74;-4;false;false
2018;BEL;Nacer Chadli;LM;78;74;-4;false;false
2018;ENG;Eric Dier;DM;78;74;-4;false;false
2006;ITA;Cristian Zaccardo;RB;77;73;-4;false;false
2010;ENG;Peter Crouch;ST;77;73;-4;false;false
1994;ARG;Sergio Vázquez;CB;76;72;-4;false;false
2022;ARG;Gerónimo Rulli;GK;76;72;-4;false;false
2006;POR;Hugo Viana;CM;75;71;-4;false;false
1994;USA;Mike Sorber;DM;74;70;-4;false;false
2002;ESP;Ricardo;GK;74;70;-4;false;false
2006;ITA;Simone Barone;CM;74;70;-4;false;false
2010;BRA;Doni;GK;74;70;-4;false;false
2010;URU;Álvaro Fernández;LM;74;70;-4;false;false
2018;ENG;Phil Jones;CB;74;70;-4;false;false
2010;URU;Sebastián Fernández;RW;73;69;-4;false;false
2002;ESP;Pedro Contreras;GK;72;68;-4;false;false
2018;POR;Beto;GK;70;66;-4;false;false
2022;POR;João Félix;AM;85;80;-5;false;false
2022;POR;Diogo Dalot;RB;83;78;-5;false;false
2022;POR;Rúben Neves;DM;83;78;-5;false;false
2006;ENG;Peter Crouch;ST;81;76;-5;false;false
2018;ENG;Jordan Henderson;DM;81;76;-5;false;false
2022;POR;Danilo Pereira;DM;81;76;-5;false;false
1994;ITA;Daniele Massaro;ST;80;75;-5;false;false
2022;POR;João Mário;CM;80;75;-5;false;false
2022;POR;José Sá;GK;79;74;-5;false;false
2002;ITA;Christian Abbiati;GK;80;74;-6;false;false
2006;POR;Luís Boa Morte;LW;78;72;-6;false;false
2002;BRA;Anderson Polga;CB;77;71;-6;false;false
